title;phones;city;address;instagram;whatsapp;e-mails;url
SYDYK;+7 (727) 229‒22‒22,+7‒700‒220‒36‒23;almaty;улица Желтоксан, 155;https://www.instagram.com/sydyk_camel_milk/;https://api.whatsapp.com/send/?phone=77003381110&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001033784044/76.940768%2C43.244535
РЕГИСТАН;+7‒771‒780‒07‒80,+7‒707‒207‒00‒01;almaty;улица Майлина, 210;https://www.instagram.com/registan.almaty/;https://api.whatsapp.com/send/?phone=77072070001&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001063283389/76.98323%2C43.338256
BUBBLEGUM;+7‒778‒747‒45‒45,+7 (727) 313‒23‒39;almaty;улица Шевченко, 99;https://www.instagram.com/bubblegum_cafe/;https://api.whatsapp.com/send/?phone=77787474545&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;cafe.bubblegum@gmail.com;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001033857759/76.927372%2C43.245229
GARDIZI;+7‒747‒111‒97‒27;almaty;микрорайон Кокжиек, 53/2;https://www.instagram.com/gardizi.kz/;https://api.whatsapp.com/send/?phone=77471119727&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001036422762/76.922629%2C43.354757
QONAQ;+7‒701‒199‒17‒77;almaty;улица Зеина Шашкина, 5в;https://www.instagram.com/qonaq_kafe/;https://api.whatsapp.com/send/?phone=77011991777&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001063347652/76.930126%2C43.224039
SARANCHA;+7‒705‒441‒37‒04,+7‒706‒651‒55‒29;almaty;улица Масанчи, 23;https://www.instagram.com/sarancha_almaty/;https://api.whatsapp.com/send/?phone=77066515529&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;sarancha0108@gmail.com;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001063164769/76.928014%2C43.260615
GARDIZI;+7‒747‒111‒97‒27;almaty;микрорайон Кокжиек, 53/2;https://www.instagram.com/gardizi.kz/;https://api.whatsapp.com/send/?phone=77471119727&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001036422762/76.922629%2C43.354757
РЕГИСТАН;+7‒771‒780‒07‒80,+7‒707‒207‒00‒01;almaty;улица Майлина, 210;https://www.instagram.com/registan.almaty/;https://api.whatsapp.com/send/?phone=77072070001&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001063283389/76.98323%2C43.338256
SYDYK;+7 (727) 229‒22‒22,+7‒700‒220‒36‒23;almaty;улица Желтоксан, 155;https://www.instagram.com/sydyk_camel_milk/;https://api.whatsapp.com/send/?phone=77003381110&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001033784044/76.940768%2C43.244535
THE GREEN STATION;+7‒777‒717‒09‒99;almaty;проспект Назарбаева, 139;https://www.instagram.com/greenstation_almaty/;https://api.whatsapp.com/send/?phone=77777170999&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;thegreenstation2020@gmail.com;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001055563812/76.946991%2C43.250437
DO RE MI;+7‒747‒526‒02‒32,+7‒776‒534‒99‒09;almaty;улица Муканова, 130;https://www.instagram.com/karaoke_doremi/;https://api.whatsapp.com/send/?phone=77475260232&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;gmctavish@inbox.ru;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001033793422/76.914978%2C43.253921
SAZANCHIK;+7‒747‒866‒65‒78;almaty;улица Отемисулы, 205;https://www.instagram.com/sazanshik_ff/;https://api.whatsapp.com/send/?phone=77478666578&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001064866930/76.865292%2C43.309692
ШИШКА EDITION;+7‒702‒666‒69‒33;almaty;улица Кажымукана, 49;https://www.instagram.com/shishka.edition/;https://api.whatsapp.com/send/?phone=77026666933&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;shishka.edition@mail.ru;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001044148861/76.954542%2C43.225724
GINGER SUSHI;+7‒702‒221‒88‒80,+7‒707‒740‒40‒09;almaty;улица Жандарбекова, 128;https://www.instagram.com/ginger_sushi_/;https://api.whatsapp.com/send/?phone=77022218880&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;scouser-88@mail.ru;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001031931340/76.89858%2C43.237782
КАФЕ ПЛЮС;+7‒777‒417‒28‒58,+7 (727) 390‒16‒16;almaty;улица Желтоксан, 144;https://www.instagram.com/kafeplus_/;https://api.whatsapp.com/send/?phone=77775324455&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;aptekaplyussmm@yandex.kz;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001037932499/76.940702%2C43.248978
TYTIN;+7‒707‒505‒35‒21;almaty;улица Ислама Каримова, 60;https://www.instagram.com/tytin_lounge_bar/;https://api.whatsapp.com/send/?phone=77075053521&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001030229880/76.883337%2C43.249641
