title;phones;city;address;instagram;whatsapp;e-mails;url
THE BEST;+7‒705‒169‒69‒69;almaty;микрорайон Мамыр-4, 208/1;https://www.instagram.com/bestcafe_alm/;https://api.whatsapp.com/send/?phone=77051696969&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/93/firm/70000001020680489/76.85118%2C43.21536
GEMRIELI;+7‒707‒530‒09‒99;almaty;улица Акбакай, 2;https://www.instagram.com/gemreli_almaty/;https://api.whatsapp.com/send/?phone=77075300999&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/93/firm/70000001064380170/76.834827%2C43.220343
БОРЖОМИ;+7‒705‒448‒75‒62,+7‒777‒490‒09‒09;almaty;;;https://api.whatsapp.com/send/?phone=77774900909&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/93/firm/70000001065297166/76.80291%2C43.221328
ЖАЙСАН;+7 (727) 383‒67‒11;almaty;улица Гоголя, 151;;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/93/firm/9429940000795378/76.925654%2C43.258782
KIMTAN;+7 (727) 232‒93‒54,+7‒777‒470‒70‒53;almaty;проспект Суюнбая, 178Б;https://www.instagram.com/cafe_kim_tan/;https://api.whatsapp.com/send/?phone=77714004556&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/94/firm/70000001031976518/76.976875%2C43.355349
STARBUCKS;8‒800‒080‒21‒85,+7‒727‒339‒98‒60;almaty;проспект Аль-Фараби, 13 к3в;https://www.instagram.com/starbuckskz/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/94/firm/70000001043493375/76.94526%2C43.23165
COFFEE MOON;+7‒702‒606‒26‒02,+7‒700‒288‒80‒53;almaty;проспект Абая, 68/74;https://www.instagram.com/coffeemoon.kz/;https://api.whatsapp.com/send/?phone=77002888053&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/94/firm/70000001060448880/76.906088%2C43.239321
MEDINA;+7‒700‒122‒55‒88,+7‒700‒551‒10‒05;almaty;улица Садвакасова, 24;https://www.instagram.com/lagmanhana_medina/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/94/firm/70000001047509447/76.830363%2C43.231611
SECRET LOUNGE BAR;+7‒776‒740‒23‒77;almaty;микрорайон Аксай 1А, 38;https://www.instagram.com/secret.loungbar/;https://api.whatsapp.com/send/?phone=77767402377&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/94/firm/70000001062871021/76.827427%2C43.242841
EMOJI;+7‒702‒394‒36‒15,+7‒771‒113‒85‒11;almaty;улица Алматы, 1/2;https://www.instagram.com/emoji.park_almaty/;https://api.whatsapp.com/send/?phone=77023943615&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/94/firm/70000001035557502/77.049865%2C43.306308
ПЕРРОН;+7‒707‒102‒10‒27,+7‒778‒978‒88‒83;almaty;проспект Абылай хана, 3;;https://api.whatsapp.com/send/?phone=77071021027&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/94/firm/70000001052632048/76.938218%2C43.273272
COFFEESSIMO;+7‒707‒921‒77‒17,+7‒707‒953‒47‒57;almaty;улица Ауэзова, 14а;https://www.instagram.com/coffeessimo/;https://api.whatsapp.com/send/?phone=77079217717&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/94/firm/70000001035790426/76.902611%2C43.253558
RELAX;+7 (727) 387‒66‒30,+7‒707‒201‒82‒44;almaty;улица Азербаева, 92;https://www.instagram.com/relax_burunday/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/94/firm/70000001031158170/76.850709%2C43.357804
AGA.IN.KZ;+7‒747‒139‒86‒45;almaty;улица Рыскулова, 129/1;https://www.instagram.com/again_cafe/;https://api.whatsapp.com/send/?phone=77471398645&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/94/firm/70000001024415855/76.831569%2C43.187547
Q COFFEE SHOP;+7‒777‒966‒88‒00,+7‒747‒122‒25‒62;almaty;проспект Аль-Фараби, 5 к3а;https://www.instagram.com/coffeeshop_premium/;https://api.whatsapp.com/send/?phone=77471222562&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/94/firm/70000001048367329/76.946437%2C43.229678
РАХИМЖАН;+7‒707‒400‒24‒44,+7‒705‒999‒70‒53,+7 (727) 239‒34‒87;almaty;улица Гончарова, 36/1;;https://api.whatsapp.com/send/?phone=77059997053&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/94/firm/70000001032674659/76.892908%2C43.267762
МЯСО & РЫБА MANGAL HOUSE;+7‒707‒673‒49‒09;almaty;микрорайон Мамыр 7, 15;;https://api.whatsapp.com/send/?phone=77076734909&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/95/firm/70000001063742898/76.841452%2C43.210882
KULTURA COFFEE;+7‒771‒133‒38‒41;almaty;проспект Достык, 132Б/1;https://www.instagram.com/kultura_coffee_ala/;https://api.whatsapp.com/send/?phone=77711333841&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/95/firm/70000001064867113/76.958167%2C43.235877
UNO KITCHEN & BAR;+7‒707‒498‒73‒87;almaty;улица Рихарда Зорге, 18/4;https://www.instagram.com/uno_kitchen_bar/;https://api.whatsapp.com/send/?phone=77074987387&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/95/firm/70000001033280736/76.953313%2C43.33634
ШАШЛЫК ОТ МУСЫ;+7‒707‒455‒45‒01;almaty;улица Жубанова, 95а;;https://api.whatsapp.com/send/?phone=77074554501&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/95/firm/70000001049711834/76.84955%2C43.233746
КОЙ БОЙ;+7‒747‒697‒94‒38;almaty;улица Кабдолова, 1;https://www.instagram.com/koiboy_cafe/;https://api.whatsapp.com/send/?phone=77476979438&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/95/firm/70000001044423022/76.856877%2C43.240313
RESTO TESTO;+7‒707‒327‒47‒86;almaty;проспект Сейфуллина, 617;;https://api.whatsapp.com/send/?phone=77073274786&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/95/firm/70000001066181015/76.934642%2C43.233391
ZAVTRAK I OBED;+7‒701‒651‒90‒18,+7‒777‒911‒13‒33;almaty;улица Луганского, 96;https://www.instagram.com/zavtrak_i_obed/;https://api.whatsapp.com/send/?phone=77016519018&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/95/firm/70000001060759580/76.966995%2C43.22719
ПЛОВИК;+7‒771‒363‒64‒75,+7‒775‒901‒28‒66;almaty;проспект Суюнбая, 66/3;;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/95/firm/70000001060471097/76.94691%2C43.282717
MANGA;+7‒707‒844‒00‒80;almaty;улица Папанина, 2;;https://api.whatsapp.com/send/?phone=77078440080&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/95/firm/70000001035494542/76.953731%2C43.296206
МЕСТО ВСТРЕЧИ;+7‒707‒815‒89‒22,+7‒707‒549‒57‒75;almaty;улица Грозы, 64Б;https://www.instagram.com/mesto.vstrechi_almaty/;https://api.whatsapp.com/send/?phone=77078158922&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/95/firm/70000001057174812/76.830625%2C43.192606
THE POINT BY VILED;+7‒701‒327‒44‒12;almaty;проспект Аль-Фараби, 77/8;https://www.instagram.com/thepoint.by.viled/;https://api.whatsapp.com/send/?phone=77013274412&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/95/firm/70000001055326290/76.928353%2C43.218314
КОК-ТОБЕ;+7‒775‒279‒32‒39,+7‒775‒773‒66‒14,+7‒775‒820‒35‒55;almaty;улица Гоголя, 1а;;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/95/firm/9429940001201047/76.971117%2C43.263266
CHICKENLAND;+7‒776‒266‒75‒76;almaty;улица Кенесары хана, 54/3 к2;https://www.instagram.com/chickenland.kz/;https://api.whatsapp.com/send/?phone=77762667576&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/96/firm/70000001056347040/76.872124%2C43.171072
ШАШЛЫЧНАЯ;+7‒700‒111‒41‒27;almaty;улица Жангир хана, 101;;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/96/firm/70000001060880598/76.927098%2C43.185068
ВОСТОК;+7‒700‒394‒97‒77;almaty;улица Момышулы, 114/1;https://www.instagram.com/kafe.vostok.besagash/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/96/firm/70000001036008401/77.029775%2C43.296128
ALMA COFFEE;+7‒707‒797‒31‒07;almaty;улица Макатаева, 81;https://www.instagram.com/alma_coffee_official/;https://api.whatsapp.com/send/?phone=77077973107&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/96/firm/70000001057524678/76.941524%2C43.263985
STARBUCKS;8‒800‒080‒21‒85,+7‒727‒339‒98‒60;almaty;проспект Абая, 109в;https://www.instagram.com/starbuckskz/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/96/firm/70000001026773408/76.905973%2C43.240248
ТАПЧАН;+7‒775‒283‒02‒07;almaty;улица Яссауи, 66а;;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/96/firm/70000001047464187/76.828489%2C43.224804
ДӘМ;+7‒701‒721‒85‒62,+7 (727) 392‒02‒88;almaty;улица Сатпаева, 64в;https://www.instagram.com/vkusnost.kz/;https://api.whatsapp.com/send/?phone=77025001113&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;www.vkusnost.kz;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/96/firm/70000001034450589/76.892744%2C43.234612
АНТАЛИЯ РЯДОМ;+7‒708‒753‒24‒57;almaty;шоссе Северное Кольцо, 60а;https://www.instagram.com/antalyarydam/;https://api.whatsapp.com/send/?phone=77087532457&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/96/firm/70000001044352906/76.910844%2C43.330176
SHAFRAN;+7‒776‒217‒00‒07,+7‒700‒535‒31‒23;almaty;улица Жансугурова, 80;https://www.instagram.com/shafran.kz/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/96/firm/70000001034550015/77.026644%2C43.430117
STARBUCKS;8‒800‒080‒21‒85,+7‒727‒339‒98‒60;almaty;проспект Абая, 4;https://www.instagram.com/starbuckskz/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/96/firm/70000001055214778/76.95362%2C43.242668
ГУЛСАРАЙ;+7‒707‒299‒08‒00;almaty;проспект Райымбека, 542;https://www.instagram.com/gulsarai.lagmanhana/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/96/firm/70000001054417357/76.807923%2C43.237232
PIZZA PIZZA;+7‒707‒606‒23‒73,+7 (727) 222‒24‒88;almaty;улица Шагала, 9;https://www.instagram.com/pizzapizza.kz/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/96/firm/70000001040133060/76.865252%2C43.18968
ДӘСТҮР;+7‒701‒418‒23‒42,+7‒707‒783‒26‒06;almaty;улица Жибек Жолы, 23/1;;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/97/firm/9429940001693035/77.066068%2C43.302757
COLIBRI;+7‒775‒819‒06‒47;almaty;улица Бекмаханова, 35;https://www.instagram.com/kafe_colibri/;https://api.whatsapp.com/send/?phone=77758190647&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/97/firm/70000001036244904/76.954339%2C43.352887
DIDAR;+7‒705‒900‒08‒04;almaty;улица Жансугурова, 350;;https://api.whatsapp.com/send/?phone=77059000804&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/97/firm/70000001062434694/76.930635%2C43.320204
COFFEETOP;;almaty;улица Гоголя, 99;https://www.instagram.com/2gocoffeetop/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/97/firm/70000001031610569/76.940111%2C43.259813
LA-MIAN;+7‒700‒250‒09‒79,+7‒707‒908‒22‒65,+7‒700‒738‒14‒18;almaty;шоссе Северное Кольцо, 7Б;https://www.instagram.com/lamian_kz_01/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/97/firm/70000001062806377/76.890561%2C43.282668
BE HAPPY;;almaty;микрорайон Самал-3, 25;;https://api.whatsapp.com/send/?phone=77019569595&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/97/firm/70000001065088631/76.952872%2C43.227756
ЛИЯ;+7 (727) 229‒32‒57,+7‒778‒384‒22‒89,+7‒701‒723‒84‒48;almaty;улица Алатау, 8;https://www.instagram.com/cafe_liya2016/;https://api.whatsapp.com/send/?phone=77783842289&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/97/firm/70000001025074547/76.896223%2C43.151774
RIO COFFEE;+7‒707‒514‒15‒55;almaty;улица Гоголя, 155;https://www.instagram.com/rio_coffee_almaty/;https://api.whatsapp.com/send/?phone=77075141555&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/97/firm/70000001054287442/76.923421%2C43.258882
COFFEESSIMO;+7‒707‒921‒77‒17,+7‒707‒953‒47‒57;almaty;улица Гоголя, 86;https://www.instagram.com/coffeessimo/;https://api.whatsapp.com/send/?phone=77079217717&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/97/firm/70000001045879819/76.936809%2C43.259151
